dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr
10221483,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10221483,M031007,320030202,J. E. T. Mine,35.49721,-114.91192,NA,United States,Nevada,Clark,M,Gold,,Silver,Underground,,,Past Producer,,,,,,,,,J E T Mine,,"Ridenour, James",,,,,,,NEV BUR MINES BULL 62 1965 P.201USGS BULL 906-D 1938 P.180-182.,,,,,,,,
10221480,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10221480,,320030028,Horseshoe Vermiculite Deposit,36.2764,-114.16051,NA,United States,Nevada,Clark,N,Mica,,"Vermiculite, Clay",Surface,,,Past Producer,,,,,,,,,"Horseshoe Group, Nevada Clay Samples 10-12, Cascade Group, Summit Group, Vermiculite Mine",,"Ridenour, James",,,,,,,"NEV. BUREAU OF MINES BULLETIN 62, 1965, P. 210.MINOBRAS NEV. INDUST. MINERALS, 1973, P. 12.",,,,,,,,
10221467,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10221467,,320030460,Jean-Sloan Area Uranium Locality 27,35.8611,-115.44114,NA,United States,Nevada,Clark,M,Uranium,,,Surface,,,Prospect,,,,,,,,,"Goodsprings Occurrence, Goodsprings Carnotite Prospect, Jean-Sloan Area Uranium Location 27",,"Ridenour, James",,,,,,,"NEV. BUREAU OF MINES AND GEOL. BULLETIN 62, 1965, P. 188.NEV. BUREAU OF MINES AND GEOL. BULLETIN 81, 1973, P. 26.",,,,,,,,
10221457,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10221457,,320030692,Emerald Prospect,36.19109,-115.51195,NA,United States,Nevada,Clark,M,Copper,,"Zinc, Lead",Underground,,,Prospect,,,,,,,,,,,"Lipton, David A.",,,,,,,"USGM OPEN-FILE REPORT MLA 41-85, 1985, TABLE 1, NO. 4.USGS BULL 1730-A.",,,,,,,,
10149687,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149687,,320030115,Chaquita Mine,35.8397,-115.53274,NA,United States,Nevada,Clark,M,Gold,,"Zinc, Silver, Lead, Copper",Underground,,,Past Producer,,,,,,,,,Chiquita Mine,,"Ridenour, James",,,,,,,NEV BUR MINES BULL 62 1965 P.188USGS PROF PAPER 275 1956 P.123USGS PROF PAPER 162 1931 P.104,,1937,,,,,,
10149686,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149686,,320030733,Quartz Claim,36.3294,-114.05941,NA,United States,Nevada,Clark,M,Manganese,,"Nickel, Zinc, Lead, Cobalt",Surface,,,Prospect,,,,,,,,,,,"Causey, J. Douglas",,,,,,,"U.S. BUREAU OF MINES OPEN-FILE REPORT MLA 34-88, 1988, P. 13-15.U.S. BUREAU OF MINES OPEN-FILE REPORT MLA 3-90, 1990, 41 P.",,,,,,,,
10149650,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149650,M031081,320030238,Wiley Inspiration Mine,35.20752,-114.60411,NA,United States,Nevada,Clark,M,Gold,,Silver,Underground,,,Prospect,,,,,,,,,,,"Ridenour, James",,,,,,,NEV BUR MINES BULL 62 1965 P.200,,,,,,,,
10149648,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149648,,320030679,Last Chance,36.05139,-115.32444,NA,United States,Nevada,Clark,M,Silver,,"Zinc, Lead, Gold, Copper",Surface-Underground,,,Past Producer,,,,,,,,,,,"Lipton, David A.",,,,,,,"U.S. GEOLOGICAL SURVEY MAP MF-1522, 1983.",,,,,,,,
10149644,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149644,M031115,320030119,Ironside Mine,35.8319,-115.56194,NA,United States,Nevada,Clark,M,Copper,,Uranium,Underground,,,Prospect,,,,,,,,,Ironside,,"Ridenour, James",,,,,,,NEV BUR MINES BULL 81 1973 P.30NEV BUR MINES BULL 62 1965 P.191USGS PROF PAPER 162 1931 P.113-114.,,,,,,,,
10149642,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149642,,320030339,Lytle Crystals,36.2025,-114.14521,NA,United States,Nevada,Clark,N,Quartz,,,Surface,,,Occurrence,,,,,,,,,,,"Ridenour, James",,,,,,,U.S. BUREAU OF MINES FIELS (WFOC).,,,,,,,,
10149633,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149633,M030078,320030172,Milford Mine,35.7181,-115.51474,NA,United States,Nevada,Clark,M,Zinc,,"Copper, Gold, Lead, Molybdenum, Silver",Underground,,,Past Producer,,,,,,,,,Milford,,"Ridenour, James",,,,,,,NEV BUR MINES BULL 62 1965 P.193USGS PROF PAPER 162 1931 P.164-166.,,1909,,,,,,
10149613,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149613,,320030463,Rosetta No. 1 and 2 Claims,35.8283,-115.55834,NA,United States,Nevada,Clark,M,Uranium,,,Surface-Underground,,,Prospect,,,,,,,,,Rosetta No.1 and 2 Claims,,"Ridenour, James",,,,,,,"NEV.BUREAU OF MINES BULL.81,1973 P.30",,,,,,,,
10149612,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149612,,320030670,Hart Mine,35.48081,-115.15943,NA,United States,Nevada,Clark,M,Silver,,Gold,Surface,,,Past Producer,,,,,,,,,,,"Ridenour, James",,,,,,,"DMI, 1980, P. 9.",,,,,,,,
10149600,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149600,,320030348,Solan Carnotite Prospects,35.8958,-115.26054,NA,United States,Nevada,Clark,M,Uranium,,,Surface,,,Occurrence,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,NEV BUR MINES BULL.62 1965 P.188.,,,,,,,,
10149599,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149599,,320030284,Solar Mine,35.6842,-114.83942,NA,United States,Nevada,Clark,M,,,"Silver, Gold",Underground,,,Occurrence,,,,,,,,,,,"Ridenour, James",,,,,,,NELSON 7.5-MIN. TOPO MAP.,,,,,,,,
10149588,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149588,,320030313,Sheba Queen,35.47581,-114.90692,NA,United States,Nevada,Clark,B,Fluorine-Fluorite,,Gold,Surface,,,Prospect,,,,,,,,,,,"Ridenour, James",,,,,,,U.S. BUREAU OF MINES FILES (WFOC).,,,,,,,,
10149582,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149582,M030071,320030125,Shenandoah Mine,35.8231,-115.55304,NA,United States,Nevada,Clark,M,Lead,,"Zinc, Silver, Molybdenum, Gold, Copper",Underground,,,Past Producer,,,"Anglesite, Cerussite, Galena, Smithsonite, Wulfenite",,,,,,,,"Ridenour, James",,,,,,,"GAGE, H.L., THE LEAD-ZINC MINES OF NEVADA, 1941, BONNEVILLEPOWER ADMIN., CONFIDENTIAL REPORT.P.48.ING, J.H., AN INVENTORY OF MOLYBDENUM OCCURRENCES INNEV., 1962, BU MINES RPT, 2, PP. 5.VANDERBURG, W.D., RECONNAISSANCE OF MINING DISTRICTS INCLARK CO., NEV., 1937, US BU MINES R.I. 6964, PP. 48.HEWETT, D.F., GEOLOGY AND ORE DEPOSITS OF THE GOODSPRINGSQUAD., NEV., 1931, USGS PROF. PAPER 162, P. 140-141.HEWETT, D.F., GEOLOGY AND MINERAL RESOURCES OF THE IVANPAHQUAD., CAL. AND NEV., 1956, USGS PROF. PAPER 275, P. 144.GARSIDE, L.J., RADIOACTIVE MINERAL OCCURRENCES IN NEV., 1973NEV., BU MINES BULL. 81, P. 31.LONGWELL, C.R., ET AL, GEOLOGY AND MINERAL DEPOSITS OF CLARKCO., NEV., 1965, NEV. BU MINES 62, P. 196.",,1908,,,,1883,,
10149517,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149517,,320030674,Gold Butte Prospect,36.54309,-114.16521,NA,United States,Nevada,Clark,M,Gold,,,Underground,,,Prospect,,,,,,,,,,,Federspiel,,,,,,,"U.S. GEOLOGICAL SURVEY MAP MF-1204-B, 1981 (MAP NO. 4).",,,,,,,,
10149512,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149512,,320039011,Kerry Milling,36.0486,-115.00363,NA,United States,Nevada,Clark,M,Gold,,Silver,Processing Plant,,,Past Producer,,,,,,,,,,,"Ridenour, James",,,,,,,"NEV. DIV. MINE INSPECTION, 1981, DIRECTORY OF NEVADA MINEOPERATIONS ACTIVE DURING CALENDAR YEAR 1980, P. 11.",,1981,,,,,,
10149504,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149504,,320030810,Unnamed Well,36.71248,-114.71083,NA,United States,Nevada,Clark,,Geothermal,,,Well,,,Producer,,,,,,,,,,,"Ridenour, James",,,,,,,"NEV. BUREAU OF MINES AND GEOL. REPORT 45, 1989, P. 12.",,,,,,,,
10149490,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149490,,320030450,Jean-Sloan Uranium Localities 9-13,35.8944,-115.22584,NA,United States,Nevada,Clark,M,Uranium,,,Surface,,,Occurrence,,,,,,,,,Jean-Sloan Uranium Locations 9-13,,"Ridenour, James",,,,,,,"NEV.BUREAU OF MINES BULL.81,1973 P.25",,,,,,,,
10149476,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149476,,320030170,Mountain Queen Mine,35.7333,-115.48274,NA,United States,Nevada,Clark,M,Lead,,,Underground,,,Past Producer,,,,,,,,,,,"Ridenour, James",,,,,,,NEV BUR MINES BULL 62 1965 P.193,,,,,,,,
10149472,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149472,,320030656,Rilite Mine & Plant,35.7817,-115.17083,NA,United States,Nevada,Clark,N,Pumice,,,Surface,,,Producer,,,,,,,,,,,"Ridenour, James",,,,,,,"STATE INSPECTOR OF MINES,DIRECTORY OF NEVADA MINE OPERATIONSACTIVE DURING 1979,NEVADA INDUSTRIAL COMMISSION,APRIL 1980,P. 10STATE OF NEVADA.  DIRECTORY OF NEVADA MINE OPERATIONSACTIVE DURING CALENDAR YEAR 1982, COMPILED BY DIVISIONOF MINE INSPECTION, 1983, P. 7.",,,,,,,,
10149469,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149469,,320030701,Hacienda Prospect,35.6764,-115.16773,NA,United States,Nevada,Clark,M,Copper,,,Surface-Underground,,,Prospect,,,,,,,,,,,"Close, Terry J.",,,,,,,"U.S. BUREAU OF MINES OPEN-FILE REPORT MLA 11-87, 1987, P. 10, 13.",,,,,,,,
10149458,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149458,,320030499,Ranch View,36.53359,-114.06771,NA,United States,Nevada,Clark,M,Copper,,"Lead, Zinc",Surface,,,Prospect,,,,,,,,,"Whitney Pass Prospect, Virgin Mountains Isa",,Federspiel,,,,,,,"U.S. GEOLOGICAL SURVEY MAP MF-1204-B, 1981 (MAP NO. 11).NEV. BUREAU OF MINES AND GEOL. REPORT 45, 1989, P. 5.",,,,,,,,
10149435,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149435,,320030425,Bird Spring,35.94859,-115.42444,NA,United States,Nevada,Clark,N,Gypsum-Anhydrite,,,Surface,,,Occurrence,,,,,,,,,,,"Ridenour, James",,,,,,,"MINOBRAS,NEV.INDUS.MINERALS,1973,P.10",,,,,,,,
10149424,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149424,,320030368,H & E Claim,35.62111,-114.84722,NA,United States,Nevada,Clark,M,Copper,,"Uranium, Gold",Surface,,,Prospect,,,,,,,,,H&E Property,,"Causey, J. Douglas",,,,,,,"NEV.BUREAU OF MINES BULL.81,1973 P.38U.S. BUREAU OF MINES OPEN-FILE REPORT MLA 46-88, 1988, P. 12-14.",,,,,,,,
10149421,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149421,,320030660,Airway One Pit,36.28329,-114.96333,NA,United States,Nevada,Clark,N,"Sand and Gravel, Construction",,,Surface,,,Producer,,,,,,,,,Nellis Rock Plant,,"Ridenour, James",,,,,,,"STATE OF NEVADA.  DIRECTORY OF NEVADA MINE OPERATIONSACTIVE DURING CALENDAR YEAR 1982, COMPILED BY DIVISIONOF MINE INSPECTION, 1982, P. 6.",,,,,,,,
10149420,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149420,M031047,320030221,Red Star Group,35.53861,-115.17693,NA,United States,Nevada,Clark,M,Gold,,Silver,Underground,,,Prospect,,,,,,,,,,,"Ridenour, James",,,,,,,"NEV BUR MINES BULL 62 1965 P.180USBM INFO CIRC 6964, 1937, P.21-22.",,,,,,,,
10149402,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149402,,320030363,Apex Deposit,36.32639,-114.91143,NA,United States,Nevada,Clark,M,Silica,,,Surface,,,Occurrence,,,,,,,,,,,"Ridenour, James",,,,,,,"NEV BUR MINE BULL 62,1965,P209 (GEOL MAP INCL)NEV BUR MINES BULL.55, 1954, P.4,5",,,,,,,,
10149393,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149393,,320030732,Unnamed Prospect,36.2572,-114.10551,NA,United States,Nevada,Clark,M,Uranium,,,Surface,,,Prospect,,,,,,,,,Unnamed,,"Causey, J. Douglas",,,,,,,"U.S. BUREAU OF MINES OPEN-FILE REPORT MLA 34-88, 1988, P. 15.",,,,,,,,
10149368,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149368,,320030729,Red Dot,36.30999,-114.28141,NA,United States,Nevada,Clark,M,Copper,,"Zinc, Lead",Underground,,,Prospect,,,,,,,,,Red Dot Aka FlowFlow,,"Winters, Dick",,,,,,,"U.S. BUREAU OF MINES OPEN-FILE REPORT MLA 40-88, 1988,APPENDIX G, NO. 11, P. 41.",,,,,,,,
10149357,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149357,,320030390,Arrow Ready Mix Pit and Mill,36.09829,-115.26274,NA,United States,Nevada,Clark,N,"Sand and Gravel, Construction",,,Surface,,,Past Producer,,,,,,,,,,,"Ridenour, James",,,,,,,"NEV INDUS COMM DIR OF ACT NEV MINE OPS, JAN 31, 1977, P.7.LOCATION- BUFFALO ROAD AT WEST TROPICANA AVENUE, LAS VEGASSTATE OF NEVADA.  DIRECTORY OF NEVADA MINE OPERATIONSACTIVE DURING CALENDAR YEAR 1982, COMPILED BY DIVISIONOF MINE INSPECTION, 1983, P. 6.",,,,,,,,
60001653,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=60001653,W002897,,Searchlight District,35.46581,-114.91802,NA,United States,Nevada,Clark,M,Gold,"Copper, Silver","Vanadium, Iron, Tungsten",Unknown,FISSURE VEINS (34 VEINS),L,Past Producer,,,,,,,"OXIDATION, HYDROTHERMAL (SILICIFICATION)",SULFIDE,"Duplex, Quartette Mines",INTRUSIVE,,,,,,"GASH-TYPE FRACTURES FILLED WITH VEIN MATERIAL LATER BRECCIATED, WNW VEINS; APOPHYSES OF QTZ MONZONITE. AREA UPLIFTED, DENUDED, INTRUDED",,"CALLAGHAN, E. 1939, GEOLOGY OF THE SEARCHLIGHT DISTRICT, CLARK CO. NEVADA: USGS BULL. 906-D P. 135-188KOSCHMANN, A H AND BERGENDAHL, M H, 1968, PRINCIPAL GOLD PRODUCING DISTRICTS OF THE U.S.: USGS PROF. PAPER 610, P. 175RANSOME, F. L., 1909, PRELIM GOLDFIELD, BULLFROG AND OTHER MINING DISTRICTS IN S. NEVADA: USGS BULL. 303 P. 63-75LINCOLN, F. C., 1923, MIN. DISTS OF NEVADA: RENO, NEV. NEWSLETTER PUB. CO. P. 24-27FERGUSON, H. G. 1929, MIN DISTS OF NEVADA: ECON GEOL, VOL 24, P. 135",,1898,,,,1897,,G. F. Colton
60001652,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=60001652,W002896,,Eldorado District,35.7056,-114.79942,NA,United States,Nevada,Clark,M,"Gold, Silver, Zinc",,,Unknown,FISSURE VEINS,L,Producer,,,,,,,SILICIFICATION,SULFIDE ENRICHMENT,Colorado District,"FISSURE VEINS IN GNEISS & SCHIST, QTZ MONZONITE",,,,,,"SHATTERED QTZ MONZONITE; FISSURES IN OLDER ROCK, N-S BELT OF PRE-CAMBRIAN SCHIST & GNEISSES",,"RANSOME, F. L. 1907, PRELIM. ACCT. OF GOLDFIELD, BULLFROG, AND OTHER MINING DISTRICTS OF S. NEVADA: USGS BULL. 303, P. 64-79KOSCHMANN, AH AND BERGENDAHL, M. H., 1968, PRINCIPAL GOLD PRODUCING DISTRICTS OF THE U.S.: USGS PROF. PAPER 610, P. 174SPURR, JE, 1903, DESCRIPTIVE GEOL. OF NEV. S. OF THE 40TH PARALLEL: USGS BULL. 208 (LAS VEGAS RANGE)LINCOLN, FC, 1923, MIN. DIST. AND MIN. RESOURCES OF NEVADA: RENO, NEV. NEWSLETTER, P. 19.HILL, 1912, MINING DIST OF WEST US: USGS BULL. 507 P. 201",,1861,,,,1857,,
60000186,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=60000186,D000038,,Searchlight District,35.45001,-114.93412,NA,United States,Nevada,Clark,M,"Lead, Copper, Zinc, Vanadium",,,Unknown,VANADATE,Y,Producer,,,,,,,,,,,"FISCHER, RICHARD P.",,,,,,,"FISCHER, R. P., VANADIUM FILES",,,,,,,,
60000185,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=60000185,D000025,,Goodsprings District (Several Mines),35.8333,-115.50084,NA,United States,Nevada,Clark,M,"Vanadium, Lead, Zinc, Copper",,,Unknown,VANADATE,S,Producer,,,,,,,,,,,"FISCHER, RICHARD P.",,,,,,,"HEWETT, D. F., 1931, USGS PROF. PAPER 162; ALBRITTON, 1954, USGS BULL. 1010",,,,,,,,
10310513,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10310513,W002897,,Searchlight Deposit,35.46584,-114.91804,NA,United States,Nevada,Clark,M,Gold,"Silver, Copper","Tungsten, Vanadium, Iron",Underground,fissure veins,M,Past Producer,"Sphalerite, Galena, Chalcopyrite, Gold, Chalcocite, Cerussite, Cuprite, Malachite, Chalcedony, Hematite, Calcite, Brochantite, Limonite, Wulfenite, Vanadinite, Adularia",Quartz,,irregular to flat or saucer-shaped.,,"150: Epithermal vein, Comstock","The deposit has been silicified by hydrothermal activity, and oxidized.",,"Duplex Mine Area, Quartette Mine Area",Ore is localized by intrusive  activity.,"Schruben, Paul G., LaPointe, D.D.",,Gneiss,,"Quartz Monzonite,Andesite,Porphyry,Volcanic Rock (Aphanitic)",The area has been uplifted intruded by igneous rock and denuded by erosion.,,"Callaghan, E. 1939, Geology of the Searchlight District, Clark Co. Nevada: USGS Bull. 906-D p. 135-188Koschmann, A H and Bergendahl, M H, 1968, Principal Gold Producing Districts of the U.S.: USGS Prof. Paper 610, p. 175Ransome, F. L., 1909, Prelim Goldfield, Bullfrog & other mining districts in southern Nevada: USGS Bull. 303 p. 63-75Lincoln, F. C., 1923, Min. Dists of Nevada: Reno, Nev. Newsletter Pub. Co. P. 24-27Ferguson, H. G. 1929, Min Dists of Nevada: Econ Geol, vol 24, P. 135Searchlight NV websites.NBMG Map 91, 1st, 2nd, 3rd editions.Long, K.R., DeYoung, J.H., Jr., and Ludington, S.D., 1998, Significant deposits of gold, silver, copper, lead, and zinc in the United States: U.S. Geological Survey Open-File Report 90-206A, 33 p.; 98-206B. one 3.5 inch diskette.Longwell and others, 1965.",,1898,,1959,,1897,1898-1950s,G. F. Colton (Duplex CLaims)
10310512,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10310512,M031116,320030116,Goodsprings Deposit,35.83512,-115.52262,NA,United States,Nevada,Clark,M,Gold,,,Surface-Underground,Polymetallic vein and replacement,M,Past Producer,Gold,,,,,72: Polymetallic replacement,,,Old Keystone Mine,,"LaPointe, D.D., Schruben, Paul G.",Goodsprings dolomite,"Sedimentary Rock,Carbonate,Dolomite",,,,,"Longwell and others, 1965NBMG MI-90NBMG MI-91NBMG MI-92NBMG MI-93NBMG MI 95NBMG MI-96NBMG MI-97NBMG MI-98Amer. Mines (1991-1992, 1995-1997)1991; Skillings, 1990Northern Miner, 6/3/96NBMG Map 91, 3rdAmer. Mines (1991-1992), 1991Mesquite Lake Land Status, 1979NBMG Bull 62MASMILS 0320030116Mining Activity Reports, 1940Long, K.R., DeYoung, J.H., Jr., and Ludington, S.D., 1998, Significant deposits of gold, silver, copper, lead, and zinc in the United States: U.S. Geological Survey Open-File Report 90-206A, 33 p.; 98-206B. one 3.5 inch diskette.Boxxer Gold Corp. press release, 4/29/2004.",,,,,,1855,,
10310511,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10310511,M031059,,Lakeshore Mine,36.13833,-114.1947,NA,United States,Nevada,Clark,M,Gold,Silver,,Surface-Underground,Vein; Pluton-related,S,Past Producer,Gold,Quartz,,tabular,,85: Polymetallic veins,,hydrothermal,Utah Group,,"HARNER, JOY L. (ROBERTS, RALPH), SHONNARD, ANN (TINGLEY, J.), LaPointe, D.D., Schruben, Paul G.",,Granite,,Diabase,,,"Longwell, C. R., Pampeyan, E. H., Bowyer, B., Roberts, R. J., 1965 , Geology and Mineral Deposits of Clark Co. Nev. Bur. Mines, Bull. 62 , p. 184 .Vanderburg, W. O., 1937 , Reconnaissance of Mining Districts in Clark Co., Us Bur. Mines Inf. Circ. 6964 , p. 34 - 35 .Long, K.R., DeYoung, J.H., Jr., and Ludington, S.D., 1998, Database of significant deposits of gold, silver, copper, lead, and zinc in the United States; Part A, Database description and analysis; part B, Digital database: U.S. Geological Survey Open-File Report 98-206, 33 p., one 3.5 inch diskette.Gibson, 1938.Lawson, about 1940.Mott, 1940.Tingley, 1998.United States Bureau of Land Management, 1979.United States Bureau of Mines, 1995.United States Geological Survey, 1983.Zimmerman, 1940.",<,1934,>,1940,<,1934,1934-1940,
10310510,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10310510,M031039,,Eldorado Gold Property,35.71,-114.84082,NA,United States,Nevada,Clark,M,"Silver, Gold","Zinc, Lead, Copper",,Surface-Underground,fault zone,S,Past Producer,Gold,"Quartz, Calcite, Hematite, Clay",,subhorizontal lenses,,129: Detachment-fault-related polymetallic Cu-Au-Ag-Pb-Zn deposits,"Propylitic alteration is widespread throughout the host rocks.  Anomalous gold also occurs in zones of local silicification, argillic alteration, and quartz-alunite veining.",The deposit is pervasively oxidized.,WBG deposit (Wall Street-Black Hawk-Gracey),Ore is associated with shear zones dating from a period of regional extensional faulting about 15-10 Ma.,"LaPointe, D.D., Schruben, Paul G.","""Nelson Monzonite"", ""Patsy Mine Volcanics""","Monzonite,Mafic Intrusive Rock,Andesite,Dacite",,"Gneiss,Schist","The northern Eldorado Mountains are characterized by many west-dipping listric normal faults which sole into a west-dipping detachment, all formed about between 15 and 10 Ma due to regional extension. The structural style changes markedly in the southern Eldorado Mountains, where Tertiary volcanic strata dip west and are cut by east-dipping listric faults.  The Eldorado Canyon and mining district are located between the two structurally distinct areas and represent an ?accommodation zone?., The deposit is bounded on all sides by post-mineral, high-angle faults.",The deposit is situated within a probable structural ?accommodation zone? marking the boundary between different styles of faulting in the northern El Dorado mountains and the southern portion of the range.,"Koschmann and Bergendahl, 1968Longwell and others, 1965Robinson, J.P., 1996,  in Coyner, A.R., and Fahey, P.L., eds., Geology and ore deposits of the American Cordillera, 1995; symposium proceedings:  Reno, Geological Society of Nevada, v. 1, p. 567-579Wyman, R.V., 1987, in Johnson, J. L., ed., Bulk Mineable Precious Metal Deposits of the Western United States, Geological Society of Nevada, p. 109-113.AMH 1997 entry for Nelloro Corp.Long, K.R., DeYoung, J.H., Jr., and Ludington, S.D., 1998, Significant deposits of gold, silver, copper, lead, and zinc in the United States: U.S. Geological Survey Open-File Report 90-206A, 33 p.; 98-206B. one 3.5 inch diskette.",<,1863,>,1970,,1857,,
10310509,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10310509,M031030,320030735,Capitol Camp,35.66971,-114.75109,NA,United States,Nevada,Clark,M,Gold,Silver,,Surface-Underground,vein,S,Past Producer,Gold,Quartz,,tabular,,"105: Epithermal vein, generic",,HYDROTHERMAL,"Capital Area, Capitol Mine",,"Harner, Joy L. (Roberts, Ralph J.), Ridenour, James, LaPointe, D.D., Schruben, Paul G.",,"Quartz Monzonite,Andesite",,,,,"LONGWELL, C. R., PAMPEYAN, E. H., BOWYER, B., ROBERTS, R. J., 1965 , GEOLOGY AND MINERAL DEPOSITS OF CLARK CO., NEV. BUR. MINE BULL. 62, p. 181.VANDERBURG, W. O., 1937 , RECONNAISSANCE OF MINING DISTRICTS IN CLARK CO., US BUREAU OF MINES INF. CIRC. 6964 , P. 33 - 34NBMG MAP 91: 1st, 2nd, 3rdJerry Baughman, oral communication, 1999NBMG M106Boulder City Land Status, 1978MASMILS 0320030735NBMG Property Report, 1982 (MD27, I35)Hansen, 1962Long, K.R., DeYoung, J.H., Jr., and Ludington, S.D., 1998, Database of significant deposits of gold, silver, copper, lead, and zinc in the United States; Part A, Database description and analysis; part B, Digital database: U.S. Geological Survey Open-File Report 98-206, 33 p., one 3.5 inch diskette.",,,,,,,,
10310508,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10310508,,,Gold Group,35.46858,-115.12876,NA,United States,Nevada,Clark,M,Gold,,,Surface-Underground,hydrothermal,U,Prospect,Gold,,,VEINS?,,85: Polymetallic veins,,,"Crescent Property, Crescent Mine, Tiger Lily Claims",,"LaPointe, D.D., Schruben, Paul G.",,Granite,,,,BASIN AND RANGE,"NBMG MI-92NBMG MI-96NBMG MI-97NBMG OFR 83-11, 12p.;Amer. Mines (1991-92), 1991Lechler, P.J., and Hsu, L.C., 1988, Review of hydrothermal platinum-group metal deposits with new data from Nevada:  Preprint for American Institute of Mining, Metallurgical, and Petroleum Engineers Meeting, 7 p.Ivanpah 1-degree Quad Geology: USGS Professional Paper 275, Hewett, 1956Long, K.R., DeYoung, J.H., Jr., and Ludington, S.D., 1998, Significant deposits of gold, silver, copper, lead, and zinc in the United States: U.S. Geological Survey Open-File Report 90-206A, 33 p.; 98-206B. one 3.5 inch diskette.Lechler, P.J., 1988, A new platinum-group-element discovery at Crescent Peak, Clark County, Nevada:  Nevada Bureau of Mines and Geology Open-File Report 88-1, 4 p.",,,,,,,,
10305645,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10305645,,320030700,Dry Springs Prospect,35.6575,-115.20613,NA,United States,Nevada,Clark,M,Copper,,,Surface,,,Prospect,,,,,,,,,,,"Close, Terry J.",,,,,,,"U.S. BUREAU OF MINES OPEN-FILE REPORT MLA 11-87, 1987, TABLE 5,NO. 3, P. 19.",,,,,,,,
10305305,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10305305,,320030777,Summerlin Pit,36.21109,-115.30644,NA,United States,Nevada,Clark,N,"Sand and Gravel, Construction",,,Surface,,,Producer,,,,,,,,,,,"Ridenour, James",,,,,,,"NEV. DIV. MINE INSPECTION, 1991, DIRECTORY OF NEVADA MINEOPERATIONS ACTIVE DURING CALENDAR YEAR 1990, P. 15.",,,,,,,,
10304842,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10304842,,320030424,Sunrise Mtn.,36.24309,-114.98973,NA,United States,Nevada,Clark,N,Gypsum-Anhydrite,,,Surface,,,Occurrence,,,,,,,,,Sunrise Mtn,,"Ridenour, James",,,,,,,"MINOBRAS, NEV. INDUS. MINERALS, 1973, P. 10.",,,,,,,,
